Username	Type	W/L(%)	W(%)	L(%)	W(#)	L(#)	W/L(%, 2p)	W(%, 2p)	L(%, 2p)	W(#, 2p)	L(#, 2p)	W/L(%, 3p)	W(%, 3p+)	L(%, 3p+)	W(#, 3p+)	L(#, 3p+)
indego	Totals	12.44	11.06	88.94	637	5122	10.54	9.54	90.46	240	2276	13.95	12.24	87.76	397	2846
indego	Easy	19.15	16.07	83.93	386	2016	24.0	19.35	80.65	114	475	17.65	15.0	85.0	272	1541
indego	Null	13.93	12.23	87.77	39	280	8.5	7.83	92.17	13	153	20.47	16.99	83.01	26	127
indego	Single dark	8.19	7.57	92.43	204	2490	7.9	7.33	92.67	106	1341	8.53	7.86	92.14	98	1149
indego	Double dark	2.38	2.33	97.67	8	336	2.28	2.23	97.77	7	307	3.45	3.33	96.67	1	29
Instantiation	Totals	25.14	20.09	79.91	182	724	0.0	0.0	100.0	0	1	25.17	20.11	79.89	182	723
Instantiation	Easy	31.84	24.15	75.85	171	537	0.0	0.0	100.0	0	1	31.9	24.19	75.81	171	536
Instantiation	Null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Instantiation	Single dark	12.22	10.89	89.11	11	90	0	0	0	0	0	12.22	10.89	89.11	11	90
Instantiation	Double dark	0.0	0.0	100.0	0	97	0	0	0	0	0	0.0	0.0	100.0	0	97
invarse	Totals	21.1	17.43	82.57	256	1213	19.43	16.27	83.73	130	669	23.16	18.81	81.19	126	544
invarse	Easy	29.21	22.61	77.39	203	695	26.29	20.81	79.19	92	350	32.17	24.34	75.66	111	345
invarse	Null	16.5	14.17	85.83	17	103	16.09	13.86	86.14	14	87	18.75	15.79	84.21	3	16
invarse	Single dark	8.96	8.22	91.78	36	402	10.96	9.88	90.12	24	219	6.56	6.15	93.85	12	183
invarse	Double dark	0.0	0.0	100.0	0	13	0.0	0.0	100.0	0	13	0	0	0	0	0
IsabeltheCat	Totals	18.02	15.27	84.73	256	1421	20.26	16.85	83.15	92	454	16.96	14.5	85.5	164	967
IsabeltheCat	Easy	22.89	18.63	81.37	212	926	24.75	19.84	80.16	73	295	22.03	18.05	81.95	139	631
IsabeltheCat	Null	0.0	0.0	100.0	0	5	0.0	0.0	100.0	0	2	0.0	0.0	100.0	0	3
IsabeltheCat	Single dark	9.09	8.33	91.67	44	484	12.1	10.8	89.2	19	157	7.65	7.1	92.9	25	327
IsabeltheCat	Double dark	0.0	0.0	100.0	0	6	0	0	0	0	0	0.0	0.0	100.0	0	6
jack67889	Totals	26.06	20.67	79.33	363	1393	39.29	28.21	71.79	22	56	25.5	20.32	79.68	341	1337
jack67889	Easy	35.17	26.02	73.98	293	833	51.35	33.93	66.07	19	37	34.42	25.61	74.39	274	796
jack67889	Null	18.87	15.87	84.13	10	53	0	100.0	0.0	1	0	16.98	14.52	85.48	9	53
jack67889	Single dark	12.07	10.77	89.23	60	497	10.53	9.52	90.48	2	19	12.13	10.82	89.18	58	478
jack67889	Double dark	0.0	0.0	100.0	0	10	0	0	0	0	0	0.0	0.0	100.0	0	10
Jake_Stiles	Totals	18.51	15.62	84.38	641	3463	17.25	14.71	85.29	374	2168	20.62	17.09	82.91	267	1295
Jake_Stiles	Easy	26.02	20.65	79.35	549	2110	24.85	19.9	80.1	321	1292	27.87	21.8	78.2	228	818
Jake_Stiles	Null	7.69	7.14	92.86	7	91	8.0	7.41	92.59	4	50	7.32	6.82	93.18	3	41
Jake_Stiles	Single dark	6.85	6.41	93.59	85	1241	6.0	5.66	94.34	49	817	8.49	7.83	92.17	36	424
Jake_Stiles	Double dark	0.0	0.0	100.0	0	21	0.0	0.0	100.0	0	9	0.0	0.0	100.0	0	12
jeff10	Totals	15.45	13.38	86.62	207	1340	12.67	11.25	88.75	37	292	16.22	13.96	86.04	170	1048
jeff10	Easy	21.2	17.49	82.51	163	769	21.53	17.71	82.29	31	144	21.12	17.44	82.56	132	625
jeff10	Null	17.02	14.55	85.45	8	47	0.0	0.0	100.0	0	6	19.51	16.33	83.67	8	41
jeff10	Single dark	7.81	7.24	92.76	36	461	6.9	6.45	93.55	6	87	8.02	7.43	92.57	30	374
jeff10	Double dark	0.0	0.0	100.0	0	63	0.0	0.0	100.0	0	55	0.0	0.0	100.0	0	8
katian	Totals	18.15	15.36	84.64	165	909	19.12	16.05	83.95	39	204	17.87	15.16	84.84	126	705
katian	Easy	22.68	18.49	81.51	132	582	27.03	21.28	78.72	30	111	21.66	17.8	82.2	102	471
katian	Null	20.0	16.67	83.33	8	40	10.0	9.09	90.91	1	10	23.33	18.92	81.08	7	30
katian	Single dark	8.77	8.06	91.94	25	285	9.64	8.79	91.21	8	83	8.42	7.76	92.24	17	202
katian	Double dark	0.0	0.0	100.0	0	2	0	0	0	0	0	0.0	0.0	100.0	0	2
Kernel	Totals	24.4	19.62	80.38	82	336	18.42	15.56	84.44	7	38	25.17	20.11	79.89	75	298
Kernel	Easy	30.27	23.24	76.76	79	261	29.17	22.58	77.42	7	24	30.38	23.3	76.7	72	237
Kernel	Null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kernel	Single dark	4.0	3.85	96.15	3	75	0.0	0.0	100.0	0	14	4.92	4.69	95.31	3	61
Kernel	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
kimbifille	Totals	17.48	14.88	85.12	979	5602	13.37	11.79	88.21	390	2917	21.94	17.99	82.01	589	2685
kimbifille	Easy	31.92	24.2	75.8	692	2168	30.37	23.3	76.7	270	889	32.99	24.81	75.19	422	1279
kimbifille	Null	21.89	17.96	82.04	51	233	10.71	9.68	90.32	12	112	32.23	24.38	75.62	39	121
kimbifille	Single dark	11.24	10.1	89.9	178	1584	9.5	8.68	91.32	65	684	12.56	11.15	88.85	113	900
kimbifille	Double dark	3.59	3.46	96.54	58	1617	3.49	3.37	96.63	43	1232	3.9	3.75	96.25	15	385
kopen	Totals	20.89	17.28	82.72	276	1321	24.44	19.64	80.36	66	270	19.98	16.65	83.35	210	1051
kopen	Easy	28.97	22.46	77.54	219	756	34.46	25.63	74.37	51	148	27.63	21.65	78.35	168	608
kopen	Null	7.02	6.56	93.44	4	57	9.09	8.33	91.67	1	11	6.52	6.12	93.88	3	46
kopen	Single dark	10.36	9.39	90.61	52	502	12.73	11.29	88.71	14	110	9.69	8.84	91.16	38	392
kopen	Double dark	16.67	14.29	85.71	1	6	0.0	0.0	100.0	0	1	20.0	16.67	83.33	1	5
ksfortson	Totals	23.33	18.92	81.08	245	1050	33.96	25.35	74.65	18	53	22.77	18.55	81.45	227	997
ksfortson	Easy	28.77	22.34	77.66	233	810	36.73	26.87	73.13	18	49	28.25	22.03	77.97	215	761
ksfortson	Null	6.25	5.88	94.12	1	16	0	0	0	0	0	6.25	5.88	94.12	1	16
ksfortson	Single dark	4.93	4.7	95.3	11	223	0.0	0.0	100.0	0	4	5.02	4.78	95.22	11	219
ksfortson	Double dark	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
Kyle	Totals	20.3	16.88	83.12	1190	5861	19.81	16.54	83.46	214	1080	20.41	16.95	83.05	976	4781
Kyle	Easy	28.25	22.03	77.97	965	3416	31.46	23.93	76.07	168	534	27.65	21.66	78.34	797	2882
Kyle	Null	14.39	12.58	87.42	40	278	11.57	10.37	89.63	14	121	16.56	14.21	85.79	26	157
Kyle	Single dark	8.91	8.18	91.82	185	2076	7.9	7.32	92.68	32	405	9.16	8.39	91.61	153	1671
Kyle	Double dark	0.0	0.0	100.0	0	91	0.0	0.0	100.0	0	20	0.0	0.0	100.0	0	71
Lanvin	Totals	19.13	16.06	83.94	858	4484	24.81	19.88	80.12	223	899	17.71	15.05	84.95	635	3585
Lanvin	Easy	25.65	20.42	79.58	667	2600	38.53	27.81	72.19	168	436	23.06	18.74	81.26	499	2164
Lanvin	Null	20.18	16.79	83.21	22	109	35.71	26.32	73.68	5	14	17.89	15.18	84.82	17	95
Lanvin	Single dark	9.56	8.73	91.27	167	1746	11.01	9.92	90.08	49	445	9.07	8.32	91.68	118	1301
Lanvin	Double dark	6.9	6.45	93.55	2	29	25.0	20.0	80.0	1	4	4.0	3.85	96.15	1	25
Lel0uch	Totals	18.99	15.96	84.04	1105	5820	15.04	13.08	86.92	380	2526	22.01	18.04	81.96	725	3294
Lel0uch	Easy	30.92	23.62	76.38	736	2380	31.55	23.98	76.02	206	653	30.69	23.48	76.52	530	1727
Lel0uch	Null	32.43	24.49	75.51	24	74	14.29	12.5	87.5	1	7	34.33	25.56	74.44	23	67
Lel0uch	Single dark	10.84	9.78	90.22	335	3090	9.99	9.08	90.92	164	1642	11.81	10.56	89.44	171	1448
Lel0uch	Double dark	3.62	3.5	96.5	10	276	4.02	3.86	96.14	9	224	1.92	1.89	98.11	1	52
Libster	Totals	6.44	6.05	93.95	1306	20266	4.75	4.53	95.47	341	7186	7.38	6.87	93.13	965	13080
Libster	Easy	9.04	8.29	91.71	1098	12151	5.79	5.47	94.53	285	4925	11.25	10.11	89.89	813	7226
Libster	Null	30.77	23.53	76.47	12	39	14.29	12.5	87.5	1	7	34.38	25.58	74.42	11	32
Libster	Single dark	2.48	2.42	97.58	192	7733	2.44	2.39	97.61	54	2210	2.5	2.44	97.56	138	5523
Libster	Double dark	1.17	1.15	98.85	4	343	2.27	2.22	97.78	1	44	1.0	0.99	99.01	3	299
Livia	Totals	19.94	16.62	83.38	572	2869	18.4	15.54	84.46	250	1359	21.32	17.58	82.42	322	1510
Livia	Easy	28.36	22.09	77.91	437	1541	26.53	20.97	79.03	182	686	29.82	22.97	77.03	255	855
Livia	Null	10.57	9.56	90.44	24	227	10.83	9.77	90.23	13	120	10.28	9.32	90.68	11	107
Livia	Single dark	10.76	9.72	90.28	110	1022	10.67	9.64	90.36	54	506	10.85	9.79	90.21	56	516
Livia	Double dark	1.27	1.25	98.75	1	79	2.13	2.08	97.92	1	47	0.0	0.0	100.0	0	32
MangoPie	Totals	21.96	18.01	81.99	269	1225	16.67	14.29	85.71	5	30	22.09	18.09	81.91	264	1195
MangoPie	Easy	27.58	21.62	78.38	198	718	18.75	15.79	84.21	3	16	27.78	21.74	78.26	195	702
MangoPie	Null	19.3	16.18	83.82	11	57	0.0	0.0	100.0	0	9	22.92	18.64	81.36	11	48
MangoPie	Single dark	13.92	12.22	87.78	60	431	40.0	28.57	71.43	2	5	13.62	11.98	88.02	58	426
MangoPie	Double dark	0.0	0.0	100.0	0	19	0	0	0	0	0	0.0	0.0	100.0	0	19
MarkusKahlsen	Totals	28.4	22.12	77.88	644	2268	24.65	19.78	80.22	124	503	29.46	22.76	77.24	520	1765
MarkusKahlsen	Easy	41.55	29.35	70.65	462	1112	57.14	36.36	63.64	60	105	39.92	28.53	71.47	402	1007
MarkusKahlsen	Null	51.06	33.8	66.2	24	47	0	100.0	0.0	2	0	46.81	31.88	68.12	22	47
MarkusKahlsen	Single dark	14.6	12.74	87.26	155	1062	16.12	13.88	86.12	59	366	13.79	12.12	87.88	96	696
MarkusKahlsen	Double dark	6.38	6.0	94.0	3	47	9.38	8.57	91.43	3	32	0.0	0.0	100.0	0	15
MasN	Totals	25.72	20.46	79.54	116	451	61.9	38.24	61.76	13	21	23.95	19.32	80.68	103	430
MasN	Easy	28.92	22.43	77.57	107	370	80.0	44.44	55.56	12	15	26.76	21.11	78.89	95	355
MasN	Null	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
MasN	Single dark	11.25	10.11	89.89	9	80	16.67	14.29	85.71	1	6	10.81	9.76	90.24	8	74
MasN	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MathNoob	Totals	35.16	26.02	73.98	64	182	24.44	19.64	80.36	11	45	38.69	27.89	72.11	53	137
MathNoob	Easy	37.58	27.31	72.69	62	165	26.32	20.83	79.17	10	38	40.94	29.05	70.95	52	127
MathNoob	Null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MathNoob	Single dark	11.76	10.53	89.47	2	17	14.29	12.5	87.5	1	7	10.0	9.09	90.91	1	10
MathNoob	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
melwen	Totals	20.45	16.98	83.02	1219	5961	19.37	16.22	83.78	122	630	20.58	17.07	82.93	1097	5331
melwen	Easy	26.35	20.85	79.15	903	3427	22.18	18.15	81.85	108	487	27.04	21.29	78.71	795	2940
melwen	Null	32.0	24.24	75.76	40	125	0.0	0.0	100.0	0	4	33.06	24.84	75.16	40	121
melwen	Single dark	11.73	10.5	89.5	271	2311	10.07	9.15	90.85	14	139	11.83	10.58	89.42	257	2172
melwen	Double dark	5.1	4.85	95.15	5	98	0	0	0	0	0	5.1	4.85	95.15	5	98
methmatics	Totals	19.95	16.63	83.37	150	752	21.74	17.86	82.14	25	115	19.62	16.4	83.6	125	637
methmatics	Easy	22.81	18.58	81.42	146	640	23.76	19.2	80.8	24	101	22.63	18.46	81.54	122	539
methmatics	Null	12.5	11.11	88.89	1	8	25.0	20.0	80.0	1	4	0.0	0.0	100.0	0	4
methmatics	Single dark	2.97	2.88	97.12	3	101	0.0	0.0	100.0	0	10	3.3	3.19	96.81	3	91
methmatics	Double dark	0.0	0.0	100.0	0	3	0	0	0	0	0	0.0	0.0	100.0	0	3
micerang	Totals	30.56	23.4	76.6	1005	3289	41.69	29.42	70.58	143	343	29.26	22.64	77.36	862	2946
micerang	Easy	39.41	28.27	71.73	852	2162	55.98	35.89	64.11	117	209	37.63	27.34	72.66	735	1953
micerang	Null	15.7	13.57	86.43	19	121	20.59	17.07	82.93	7	34	13.79	12.12	87.88	12	87
micerang	Single dark	14.0	12.28	87.72	134	957	20.0	16.67	83.33	19	95	13.34	11.77	88.23	115	862
micerang	Double dark	0.0	0.0	100.0	0	49	0.0	0.0	100.0	0	5	0.0	0.0	100.0	0	44
newduke	Totals	13.08	11.57	88.43	316	2416	8.33	7.69	92.31	25	300	13.75	12.09	87.91	291	2116
newduke	Easy	15.94	13.75	86.25	256	1606	7.98	7.39	92.61	19	238	17.32	14.77	85.23	237	1368
newduke	Null	13.51	11.9	88.1	15	111	14.29	12.5	87.5	2	14	13.4	11.82	88.18	13	97
newduke	Single dark	6.47	6.08	93.92	45	695	8.7	8.0	92.0	4	46	6.32	5.94	94.06	41	649
newduke	Double dark	0.0	0.0	100.0	0	4	0.0	0.0	100.0	0	2	0.0	0.0	100.0	0	2
nitawa	Totals	22.07	18.08	81.92	358	1622	21.39	17.62	82.38	176	823	22.78	18.55	81.45	182	799
nitawa	Easy	27.95	21.84	78.16	270	966	25.1	20.07	79.93	122	486	30.83	23.57	76.43	148	480
nitawa	Null	10.45	9.46	90.54	7	67	9.76	8.89	91.11	4	41	11.54	10.34	89.66	3	26
nitawa	Single dark	13.72	12.07	87.93	80	583	16.9	14.45	85.55	49	290	10.58	9.57	90.43	31	293
nitawa	Double dark	16.67	14.29	85.71	1	6	16.67	14.29	85.71	1	6	0	0	0	0	0
Nitrate	Totals	27.23	21.4	78.6	168	617	22.73	18.52	81.48	20	88	27.98	21.86	78.14	148	529
Nitrate	Easy	34.94	25.89	74.11	152	435	25.37	20.24	79.76	17	67	36.68	26.84	73.16	135	368
Nitrate	Null	0.0	0.0	100.0	0	4	0.0	0.0	100.0	0	3	0.0	0.0	100.0	0	1
Nitrate	Single dark	9.04	8.29	91.71	16	177	16.67	14.29	85.71	3	18	8.18	7.56	92.44	13	159
Nitrate	Double dark	0.0	0.0	100.0	0	1	0	0	0	0	0	0.0	0.0	100.0	0	1
Nitrate2	Totals	26.84	21.16	78.84	434	1617	40.12	28.63	71.37	69	172	25.26	20.17	79.83	365	1445
Nitrate2	Easy	33.43	25.05	74.95	351	1050	51.28	33.9	66.1	40	78	32.0	24.24	75.76	311	972
Nitrate2	Null	33.33	25.0	75.0	13	39	36.36	26.67	73.33	4	11	32.14	24.32	75.68	9	28
Nitrate2	Single dark	13.44	11.84	88.16	70	521	30.12	23.15	76.85	25	83	10.27	9.32	90.68	45	438
Nitrate2	Double dark	0.0	0.0	100.0	0	7	0	0	0	0	0	0.0	0.0	100.0	0	7
nkkarpov	Totals	20.33	16.89	83.11	137	674	27.27	21.43	78.57	15	55	19.71	16.46	83.54	122	619
nkkarpov	Easy	30.07	23.12	76.88	126	419	29.41	22.73	77.27	15	51	30.16	23.17	76.83	111	368
nkkarpov	Null	0.0	0.0	100.0	0	14	0	0	0	0	0	0.0	0.0	100.0	0	14
nkkarpov	Single dark	5.09	4.85	95.15	11	216	0.0	0.0	100.0	0	4	5.19	4.93	95.07	11	212
nkkarpov	Double dark	0.0	0.0	100.0	0	25	0	0	0	0	0	0.0	0.0	100.0	0	25
NoMercy	Totals	11.33	10.18	89.82	386	3406	6.22	5.85	94.15	12	193	11.64	10.43	89.57	374	3213
NoMercy	Easy	16.82	14.4	85.6	338	2009	10.42	9.43	90.57	10	96	17.15	14.64	85.36	328	1913
NoMercy	Null	16.67	14.29	85.71	4	24	0.0	0.0	100.0	0	1	17.39	14.81	85.19	4	23
NoMercy	Single dark	3.36	3.25	96.75	40	1189	1.89	1.85	98.15	1	53	3.43	3.32	96.68	39	1136
NoMercy	Double dark	2.17	2.13	97.87	4	184	2.33	2.27	97.73	1	43	2.13	2.08	97.92	3	141
orucsoraihc	Totals	26.55	20.98	79.02	265	998	27.65	21.66	78.34	60	217	26.25	20.79	79.21	205	781
orucsoraihc	Easy	34.07	25.41	74.59	232	681	39.55	28.34	71.66	53	134	32.72	24.66	75.34	179	547
orucsoraihc	Null	20.0	16.67	83.33	4	20	0	0	0	0	0	20.0	16.67	83.33	4	20
orucsoraihc	Single dark	10.18	9.24	90.76	28	275	9.52	8.7	91.3	6	63	10.38	9.4	90.6	22	212
orucsoraihc	Double dark	4.55	4.35	95.65	1	22	5.0	4.76	95.24	1	20	0.0	0.0	100.0	0	2
Pablo-	Totals	26.54	20.97	79.03	678	2555	28.24	22.02	77.98	194	687	25.91	20.58	79.42	484	1868
Pablo-	Easy	36.21	26.58	73.42	537	1483	41.21	29.18	70.82	136	330	34.78	25.8	74.2	401	1153
Pablo-	Null	14.94	13.0	87.0	13	87	10.53	9.52	90.48	4	38	18.37	15.52	84.48	9	49
Pablo-	Single dark	13.26	11.71	88.29	127	958	16.83	14.4	85.6	53	315	11.51	10.32	89.68	74	643
Pablo-	Double dark	3.7	3.57	96.43	1	27	25.0	20.0	80.0	1	4	0.0	0.0	100.0	0	23
padi	Totals	16.59	14.23	85.77	213	1284	25.71	20.45	79.55	27	105	15.78	13.63	86.37	186	1179
padi	Easy	18.93	15.91	84.09	187	988	33.33	25.0	75.0	20	60	18.0	15.25	84.75	167	928
padi	Null	6.45	6.06	93.94	2	31	11.11	10.0	90.0	1	9	4.55	4.35	95.65	1	22
padi	Single dark	10.57	9.56	90.44	24	227	16.67	14.29	85.71	6	36	9.42	8.61	91.39	18	191
padi	Double dark	0.0	0.0	100.0	0	38	0	0	0	0	0	0.0	0.0	100.0	0	38
pianoblook	Totals	24.63	19.77	80.23	826	3353	31.01	23.67	76.33	214	690	22.98	18.69	81.31	612	2663
pianoblook	Easy	32.92	24.77	75.23	610	1853	38.44	27.77	72.23	163	424	31.28	23.83	76.17	447	1429
pianoblook	Null	30.81	23.55	76.45	65	211	24.27	19.53	80.47	25	103	37.04	27.03	72.97	40	108
pianoblook	Single dark	13.17	11.64	88.36	138	1048	17.81	15.12	84.88	26	146	12.42	11.05	88.95	112	902
pianoblook	Double dark	5.39	5.12	94.88	13	241	0.0	0.0	100.0	0	17	5.8	5.49	94.51	13	224
Pimak	Totals	21.02	17.37	82.63	99	471	7.32	6.82	93.18	6	82	23.91	19.29	80.71	93	389
Pimak	Easy	24.8	19.87	80.13	93	375	8.11	7.5	92.5	6	74	28.9	22.42	77.58	87	301
Pimak	Null	0.0	0.0	100.0	0	2	0	0	0	0	0	0.0	0.0	100.0	0	2
Pimak	Single dark	6.38	6.0	94.0	6	94	0.0	0.0	100.0	0	8	6.98	6.52	93.48	6	86
Pimak	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
piper	Totals	32.19	24.35	75.65	620	1926	35.46	26.18	73.82	200	564	30.84	23.57	76.43	420	1362
piper	Easy	42.25	29.7	70.3	455	1077	44.63	30.86	69.14	158	354	41.08	29.12	70.88	297	723
piper	Null	42.06	29.61	70.39	53	126	26.03	20.65	79.35	19	73	64.15	39.08	60.92	34	53
piper	Single dark	18.91	15.91	84.09	101	534	18.55	15.65	84.35	23	124	19.02	15.98	84.02	78	410
piper	Double dark	5.82	5.5	94.5	11	189	0.0	0.0	100.0	0	13	6.25	5.88	94.12	11	176
possum	Totals	25.17	20.11	79.89	188	747	16.22	13.95	86.05	18	111	26.73	21.09	78.91	170	636
possum	Easy	33.72	25.22	74.78	175	519	18.18	15.38	84.62	16	88	36.89	26.95	73.05	159	431
possum	Null	0.0	0.0	100.0	0	3	0	0	0	0	0	0.0	0.0	100.0	0	3
possum	Single dark	5.88	5.56	94.44	13	221	9.09	8.33	91.67	2	22	5.53	5.24	94.76	11	199
possum	Double dark	0.0	0.0	100.0	0	4	0.0	0.0	100.0	0	1	0.0	0.0	100.0	0	3
qqqq	Totals	25.98	20.62	79.38	305	1174	30.41	23.32	76.68	66	217	24.97	19.98	80.02	239	957
qqqq	Easy	35.7	26.31	73.69	251	703	35.12	25.99	74.01	59	168	35.89	26.41	73.59	192	535
qqqq	Null	12.5	11.11	88.89	1	8	0	0	0	0	0	12.5	11.11	88.89	1	8
qqqq	Single dark	14.17	12.41	87.59	52	367	17.95	15.22	84.78	7	39	13.72	12.06	87.94	45	328
qqqq	Double dark	1.04	1.03	98.97	1	96	0.0	0.0	100.0	0	10	1.16	1.15	98.85	1	86
qwertyelmer	Totals	17.61	14.97	85.03	115	653	9.81	8.93	91.07	26	265	22.94	18.66	81.34	89	388
qwertyelmer	Easy	17.47	14.87	85.13	109	624	9.27	8.48	91.52	24	259	23.29	18.89	81.11	85	365
qwertyelmer	Null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
qwertyelmer	Single dark	20.69	17.14	82.86	6	29	33.33	25.0	75.0	2	6	17.39	14.81	85.19	4	23
qwertyelmer	Double dark	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rachyrules	Totals	23.39	18.96	81.04	374	1599	19.45	16.28	83.72	162	833	27.68	21.68	78.32	212	766
rachyrules	Easy	27.44	21.53	78.47	334	1217	20.64	17.11	82.89	148	717	37.2	27.11	72.89	186	500
rachyrules	Null	9.09	8.33	91.67	1	11	0.0	0.0	100.0	0	1	10.0	9.09	90.91	1	10
rachyrules	Single dark	10.57	9.56	90.44	39	369	12.17	10.85	89.15	14	115	9.84	8.96	91.04	25	254
rachyrules	Double dark	0.0	0.0	100.0	0	2	0	0	0	0	0	0.0	0.0	100.0	0	2
RaKXeR	Totals	8.16	7.54	92.46	541	6633	5.94	5.61	94.39	80	1346	8.72	8.02	91.98	461	5287
RaKXeR	Easy	10.72	9.68	90.32	482	4495	5.87	5.55	94.45	74	1260	12.61	11.2	88.8	408	3235
RaKXeR	Null	28.57	22.22	77.78	2	7	50.0	33.33	66.67	1	2	20.0	16.67	83.33	1	5
RaKXeR	Single dark	2.78	2.7	97.3	57	2054	5.95	5.62	94.38	5	84	2.64	2.57	97.43	52	1970
RaKXeR	Double dark	0.0	0.0	100.0	0	77	0	0	0	0	0	0.0	0.0	100.0	0	77
Razvogor	Totals	7.58	7.04	92.96	195	2574	1.97	1.94	98.06	9	456	8.78	8.07	91.93	186	2118
Razvogor	Easy	11.51	10.32	89.68	171	1486	2.04	2.0	98.0	9	441	15.5	13.42	86.58	162	1045
Razvogor	Null	14.29	12.5	87.5	2	14	0	0	0	0	0	14.29	12.5	87.5	2	14
Razvogor	Single dark	2.06	2.02	97.98	22	1069	0.0	0.0	100.0	0	10	2.08	2.04	97.96	22	1059
Razvogor	Double dark	0.0	0.0	100.0	0	5	0.0	0.0	100.0	0	5	0	0	0	0	0
rkass	Totals	31.28	23.83	76.17	411	1314	34.94	25.9	74.1	94	269	30.33	23.27	76.73	317	1045
rkass	Easy	40.67	28.91	71.09	255	627	25.93	20.59	79.41	28	108	43.74	30.43	69.57	227	519
rkass	Null	57.3	36.43	63.57	102	178	56.0	35.9	64.1	56	100	58.97	37.1	62.9	46	78
rkass	Single dark	10.69	9.66	90.34	54	505	16.39	14.08	85.92	10	61	9.91	9.02	90.98	44	444
rkass	Double dark	0.0	0.0	100.0	0	4	0	0	0	0	0	0.0	0.0	100.0	0	4
rs1	Totals	17.92	15.2	84.8	57	318	9.8	8.93	91.07	5	51	19.48	16.3	83.7	52	267
rs1	Easy	21.93	17.99	82.01	50	228	9.8	8.93	91.07	5	51	25.42	20.27	79.73	45	177
rs1	Null	18.75	15.79	84.21	3	16	0	0	0	0	0	18.75	15.79	84.21	3	16
rs1	Single dark	5.71	5.41	94.59	4	70	0	0	0	0	0	5.71	5.41	94.59	4	70
rs1	Double dark	0.0	0.0	100.0	0	4	0	0	0	0	0	0.0	0.0	100.0	0	4
rz	Totals	24.33	19.57	80.43	343	1410	26.32	20.83	79.17	20	76	24.21	19.49	80.51	323	1334
rz	Easy	29.85	22.99	77.01	277	928	44.44	30.77	69.23	12	27	29.41	22.73	77.27	265	901
rz	Null	43.33	30.23	69.77	13	30	0	0	0	0	0	43.33	30.23	69.77	13	30
rz	Single dark	11.96	10.69	89.31	53	443	16.33	14.04	85.96	8	49	11.42	10.25	89.75	45	394
rz	Double dark	0.0	0.0	100.0	0	9	0	0	0	0	0	0.0	0.0	100.0	0	9
sankala	Totals	11.79	10.54	89.46	161	1366	4.65	4.44	95.56	19	409	14.84	12.92	87.08	142	957
sankala	Easy	14.73	12.84	87.16	132	896	7.0	6.55	93.45	18	257	17.84	15.14	84.86	114	639
sankala	Null	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sankala	Single dark	6.7	6.28	93.72	28	418	0.66	0.65	99.35	1	152	10.15	9.22	90.78	27	266
sankala	Double dark	1.92	1.89	98.11	1	52	0	0	0	0	0	1.92	1.89	98.11	1	52
scharkbite	Totals	21.73	17.85	82.15	1304	6000	23.09	18.76	81.24	166	719	21.55	17.73	82.27	1138	5281
scharkbite	Easy	29.09	22.54	77.46	1036	3561	31.18	23.77	76.23	130	417	28.82	22.37	77.63	906	3144
scharkbite	Null	14.29	12.5	87.5	30	210	7.89	7.32	92.68	3	38	15.7	13.57	86.43	27	172
scharkbite	Single dark	11.96	10.69	89.31	232	1939	14.41	12.6	87.4	32	222	11.65	10.43	89.57	200	1717
scharkbite	Double dark	2.07	2.03	97.97	6	290	2.38	2.33	97.67	1	42	2.02	1.98	98.02	5	248
sephiroth	Totals	19.38	16.23	83.77	658	3396	20.24	16.83	83.17	34	168	19.33	16.2	83.8	624	3228
sephiroth	Easy	24.59	19.74	80.26	522	2123	20.49	17.01	82.99	25	122	24.84	19.9	80.1	497	2001
sephiroth	Null	14.75	12.86	87.14	9	61	50.0	33.33	66.67	1	2	13.56	11.94	88.06	8	59
sephiroth	Single dark	10.87	9.81	90.19	127	1168	20.51	17.02	82.98	8	39	10.54	9.54	90.46	119	1129
sephiroth	Double dark	0.0	0.0	100.0	0	44	0.0	0.0	100.0	0	5	0.0	0.0	100.0	0	39
sin_faith	Totals	17.18	14.66	85.34	400	2328	17.8	15.11	84.89	34	191	17.13	14.62	85.38	366	2137
sin_faith	Easy	21.63	17.79	82.21	352	1627	22.22	18.18	81.82	30	135	21.58	17.75	82.25	322	1492
sin_faith	Null	12.26	10.92	89.08	13	106	8.33	7.69	92.31	2	24	13.41	11.83	88.17	11	82
sin_faith	Single dark	6.59	6.18	93.82	35	531	8.0	7.41	92.59	2	25	6.52	6.12	93.88	33	506
